frame	time	centroid_l	centroid_r	spread_l	spread_r	flux_l	flux_r	flatness_l	flatness_r	rolloff_l	rolloff_r	rms_l	rms_r	peak_l	peak_r
6036	251.294694	1463.86	1032.96	3260.87	2727.04	0.0494535	0.0574374	0.102727	0.0744964	1765.72	1076.66	-13.921571	-17.680614	-5.783941	-9.168760
6037	251.336327	2190.66	1118.54	3808.83	2866.21	0.0429251	0.0277225	0.201881	0.0870099	4435.84	1012.06	-15.054324	-15.896245	-5.944956	-9.596612
6038	251.377959	1192.42	1385.14	2825.32	3159.69	0.0249194	0.0321006	0.0858473	0.102166	1421.19	1808.79	-16.566018	-15.531499	-8.109300	-7.258590
6039	251.419592	1888.74	1342.55	3686.01	3120.11	0.0273357	0.0331711	0.143904	0.0998647	3897.51	1464.26	-16.836874	-15.421746	-6.445850	-6.748309
6040	251.461224	855.678	1237.65	2308.25	2979.1	0.0433328	0.0427255	0.0583555	0.089547	904.395	1356.59	-16.044888	-16.667750	-9.779772	-9.058676
6041	251.502857	1029.01	1276.54	2628.76	2924.25	0.0532084	0.034127	0.0712685	0.0820957	990.527	1765.72	-15.857944	-16.283712	-8.733237	-6.227507
6042	251.54449	1132.04	1047.6	2832.44	2658.38	0.0336257	0.0254896	0.0737596	0.0654196	990.527	968.994	-15.091201	-17.348807	-5.468203	-9.907952
6043	251.586122	1911.34	1896.67	3860.77	3534.79	0.0261259	0.0344456	0.1582	0.161728	4478.91	3682.18	-13.003501	-17.489101	-5.769823	-8.325966
6044	251.627755	2207.67	1261.21	4049	3002.98	0.0293633	0.023855	0.14902	0.10627	5490.97	1356.59	-13.130987	-17.014600	-4.737729	-8.430468
6045	251.669388	2152.18	1521.22	4037.86	3179.17	0.0374632	0.0343301	0.181486	0.130869	5641.7	2734.72	-11.260082	-16.410422	-4.198399	-9.819947
6046	251.71102	2015.88	1199.18	3896.63	2883.02	0.0455731	0.0244365	0.159656	0.0788353	5189.5	1356.59	-13.541073	-17.268291	-3.505345	-8.611794
6047	251.752653	733.847	1181.28	2081.86	2834.11	0.0512131	0.0225853	0.042983	0.076577	861.328	1550.39	-12.875052	-18.224161	-4.236454	-8.057930
6048	251.794286	1184.2	1224.44	3011.94	2938.27	0.0328737	0.0466965	0.0793887	0.0805707	1012.06	1378.12	-13.551217	-17.023819	-6.549739	-8.480591
6049	251.835918	1495.35	1510.66	3408.35	3254.41	0.0413678	0.044372	0.0919923	0.103752	1937.99	1787.26	-18.467543	-17.928289	-10.835980	-11.557474
6050	251.877551	1397.93	1490.99	3120.02	3301.48	0.0563455	0.0416522	0.129935	0.124279	2390.19	2067.19	-17.758940	-17.277526	-9.003475	-8.300622
6051	251.919184	1384.27	1545.94	3095.2	3341.11	0.0487702	0.023492	0.122938	0.123325	2282.52	2024.12	-14.623649	-14.768386	-7.041727	-6.103534
6052	251.960816	1697.28	1499.91	3324.39	3351.6	0.0530382	0.0279177	0.131962	0.113481	3380.71	1765.72	-14.995069	-17.035586	-6.910610	-10.571047
6053	252.002449	1932.04	1950.97	3738.16	3578.21	0.0461814	0.0192451	0.143077	0.124646	3832.91	4844.97	-16.960020	-14.706457	-8.462072	-7.306597
6054	252.044082	1652.11	964.661	3527.75	2537.1	0.0448434	0.0333583	0.108464	0.0628344	2088.72	990.527	-14.809729	-15.055570	-6.115249	-8.672013
6055	252.085714	1470.33	1000.51	3340.71	2658.2	0.0382117	0.0252914	0.0970743	0.0665244	1873.39	925.928	-13.476953	-14.651477	-5.816258	-5.048833
6056	252.127347	1790.61	1007.54	3677.26	2699.36	0.0454722	0.0343445	0.131152	0.0723843	3186.91	839.795	-16.680286	-15.215107	-10.526787	-8.140642
6057	252.16898	1520.83	1695.17	3316.44	3327.15	0.0318573	0.0313075	0.140448	0.149239	2519.38	3079.25	-12.401884	-14.026179	-5.325678	-5.944879
6058	252.210612	1719.14	1014.33	3397.04	2783.72	0.0369907	0.0231971	0.134664	0.0856879	3617.58	818.262	-12.734020	-13.959509	-5.130603	-7.239521
6059	252.252245	976.69	1242.64	2557.78	2905.42	0.0233659	0.0340426	0.0814977	0.110756	990.527	1894.92	-13.153024	-13.431674	-5.571684	-5.881059
6060	252.293878	1387.06	1006.83	3151.56	2379.27	0.0351559	0.0462836	0.0959622	0.0605763	2239.45	1528.86	-15.508579	-14.189066	-8.809652	-7.022397
6061	252.33551	861.004	939.179	2295.73	2455.6	0.0523673	0.0284826	0.0540995	0.0620437	796.729	1033.59	-14.074942	-13.485103	-3.692151	-6.610605
6062	252.377143	876.096	958.693	2479.4	2591.68	0.0365411	0.0319031	0.0583834	0.0640432	602.93	968.994	-13.378694	-15.001159	-3.665441	-5.912054
6063	252.418776	1256.69	1067.94	2985.97	2767.57	0.0439237	0.0295854	0.0924353	0.0758665	1507.32	1033.59	-15.307243	-15.666351	-8.362510	-6.793053
6064	252.460408	1442.09	1331.11	3134.89	3175.14	0.0412424	0.0298976	0.122887	0.113041	2368.65	1593.46	-13.936916	-15.603317	-7.877334	-8.034186
6065	252.502041	1125.1	1683.58	2751.12	3402.09	0.0411107	0.0330689	0.092501	0.148391	1485.79	2950.05	-13.189812	-13.887610	-6.863992	-4.787719
6066	252.543673	1285.77	1610.18	3021.52	3437.65	0.0526374	0.0432776	0.0904778	0.115987	1270.46	2239.45	-13.103246	-14.489539	-3.299308	-7.012293
6067	252.585306	1131.72	1466.89	2856.89	3335.16	0.0582189	0.0482757	0.0844764	0.123118	1033.59	2131.79	-14.116537	-14.806507	-4.801238	-5.787390
6068	252.626939	1633.26	1343.8	3600.43	2983.05	0.0502827	0.0272152	0.125009	0.111572	2260.99	2411.72	-12.137113	-18.192075	-4.308081	-11.060479
6069	252.668571	2093.83	1037.58	4008.93	2724.91	0.0603435	0.0327429	0.153403	0.0706904	5684.77	882.861	-15.115375	-18.787052	-6.670223	-8.570007
6070	252.710204	1868.77	1316.63	3671.7	3213.92	0.0380846	0.026264	0.162769	0.108916	3509.91	1098.19	-16.217468	-15.629801	-6.104777	-7.154459
6071	252.751837	1692.37	1795.8	3528.6	3540.04	0.0701958	0.0349964	0.157831	0.138727	3186.91	3014.65	-16.964430	-15.747408	-8.806855	-6.781149
6072	252.793469	1664.47	1217.05	3531.96	2906.47	0.0698528	0.0414931	0.145244	0.102675	2713.18	1507.32	-14.633187	-14.524469	-8.117258	-5.584221
6073	252.835102	1115.08	1343.11	2701.86	3018.59	0.0389951	0.0309578	0.0871018	0.103472	1485.79	1722.66	-15.704987	-13.177101	-6.735502	-3.992644
6074	252.876735	1219.11	1055.8	2937.55	2696.21	0.055593	0.04624	0.0836796	0.072905	1184.33	1012.06	-16.264903	-14.865877	-8.724482	-5.948278
6075	252.918367	947.036	1049.07	2580.12	2691.93	0.0442173	0.0327646	0.0628257	0.0717161	732.129	925.928	-15.176033	-14.451779	-7.107430	-7.015159
6076	252.96	1174.13	801.658	2821.36	2307.82	0.0479188	0.077983	0.085227	0.053302	1507.32	581.396	-15.639823	-17.100679	-6.839595	-10.247074
6077	253.001633	2111.15	1287.77	3921.79	3021.64	0.0427193	0.0537007	0.181682	0.117537	4737.3	2088.72	-13.638037	-17.369774	-5.455480	-8.545772
6078	253.043265	2035.68	1507.23	3933.56	3151.34	0.0274762	0.0311525	0.182001	0.131814	5017.24	2756.25	-15.743466	-17.240899	-8.841275	-10.066165
6079	253.084898	1957.54	1334.71	3731.22	3029.42	0.0575775	0.0501835	0.141003	0.0955184	4780.37	1528.86	-13.907473	-16.563190	-6.401139	-8.488379
6080	253.126531	1040.05	1303.27	2553.43	3034.71	0.0442718	0.0278218	0.0686028	0.0882227	1055.13	1227.39	-15.735557	-16.103188	-5.172171	-8.480179
6081	253.168163	998.552	1232.55	2559.27	3003.45	0.0406238	0.0369761	0.0654722	0.0830374	904.395	1162.79	-15.976943	-15.758121	-7.166272	-5.618218
6082	253.209796	1386.72	1410.38	3232.15	3188.87	0.0463032	0.0334154	0.0987893	0.102899	1378.12	1593.46	-14.637194	-15.406215	-3.160333	-6.668230
6083	253.251429	1201.84	1221.02	2863.95	3007.44	0.0577937	0.0401819	0.0903809	0.09459	1184.33	1162.79	-15.222053	-14.976469	-6.047532	-6.911839
6084	253.293061	1498.3	1819.67	3222.94	3427.3	0.0477289	0.0380255	0.12984	0.162711	1937.99	3359.18	-15.046244	-15.204706	-6.655882	-6.437574
6085	253.334694	1210.86	1086.84	2921.74	2811.33	0.0551408	0.0310036	0.0986589	0.0875929	1464.26	947.461	-15.976864	-14.205679	-7.367596	-7.620427
6086	253.376327	1775.21	967.621	3525.54	2593.85	0.0476825	0.04757	0.13974	0.0695506	2906.98	882.861	-15.756778	-15.435531	-7.224001	-7.139715
6087	253.417959	1328.41	1157.69	3051.97	2907.96	0.0360362	0.0435162	0.0981468	0.0908224	1421.19	1055.13	-13.204890	-14.411988	-5.213667	-5.501243
6088	253.459592	1773.67	1037.01	3506.73	2782.4	0.0611236	0.0515366	0.161666	0.0877931	3229.98	861.328	-14.897690	-15.457808	-7.637826	-8.257189
6089	253.501224	1389.22	1516.66	3136.9	3125.29	0.0413736	0.0272601	0.12032	0.130627	1808.79	2842.38	-12.823896	-16.823618	-4.493082	-7.665604
6090	253.542857	1463.22	917.528	3159	2539.63	0.0415881	0.0274857	0.127923	0.0732585	2562.45	753.662	-11.829834	-15.259274	-3.397678	-4.164886
6091	253.58449	971.366	1020.35	2597.95	2635.98	0.0401018	0.0471243	0.0643065	0.0676603	753.662	861.328	-11.862591	-16.175887	-4.622890	-7.123172
6092	253.626122	912.891	984.392	2413.55	2554.19	0.0232028	0.044197	0.0579191	0.0631324	689.062	882.861	-11.887742	-15.479132	-3.062964	-5.785238
6093	253.667755	1300.59	1232.13	3083.69	3006.91	0.0475321	0.0431409	0.10512	0.103267	1658.06	1162.79	-11.958032	-13.959425	-2.299071	-6.920951
6094	253.709388	1628.38	1409.03	3527.19	3079.42	0.0512344	0.0410171	0.135556	0.116282	2347.12	2540.92	-10.808471	-15.452490	-3.977709	-8.181600
6095	253.75102	1103.07	1497.66	2842.89	3296.48	0.0579671	0.0480216	0.0774664	0.131975	1012.06	2476.32	-13.267960	-15.604917	-4.638632	-8.104758
6096	253.792653	1306.78	903.152	3100.94	2494.16	0.049724	0.0749908	0.109828	0.0715827	1464.26	882.861	-14.046116	-18.843066	-7.220345	-10.328459
6097	253.834286	889.002	1182.4	2431.9	2983.97	0.0688425	0.0612441	0.0693181	0.0860017	796.729	1098.19	-10.874235	-16.881382	-3.255772	-8.613077
6098	253.875918	984.616	1108.32	2553.6	2777.67	0.0793385	0.0291429	0.064218	0.0745298	925.928	925.928	-15.250677	-17.145304	-5.743978	-9.019342
6099	253.917551	1566	1730.86	3298.77	3586.85	0.0457606	0.032156	0.137687	0.154761	2777.78	2885.45	-13.593240	-17.392359	-4.414091	-9.424233
6100	253.959184	763.159	1327.28	2220.99	3074.63	0.0449453	0.0284197	0.0539534	0.10344	602.93	1614.99	-13.538328	-15.480655	-5.831181	-7.927086
6101	254.000816	909.059	1451	2437.72	3262.14	0.0372027	0.0277219	0.0594178	0.102689	839.795	1765.72	-13.270711	-18.151244	-5.074168	-8.040979
6102	254.042449	1238.32	1745.81	3005.67	3463.03	0.0430967	0.0261801	0.0991491	0.139552	1378.12	3552.98	-15.767555	-17.239606	-8.490435	-9.590280
6103	254.084082	1584.5	971.529	3263.78	2679.56	0.0443762	0.0445457	0.140926	0.0790157	2734.72	968.994	-16.065421	-15.929883	-8.525688	-7.356355
6104	254.125714	1587.65	1175.34	3514.33	2905.36	0.0321607	0.0446367	0.121496	0.0852704	2088.72	1076.66	-14.279847	-16.128125	-7.873637	-7.702181
6105	254.167347	1039.04	1416.56	2601.96	3106.58	0.0591313	0.0437914	0.0711492	0.103382	1162.79	1808.79	-14.320323	-15.324678	-5.765106	-6.782446
6106	254.20898	968.997	1337.42	2563.13	3066.02	0.0382126	0.0506847	0.0680644	0.104054	882.861	1765.72	-17.575190	-18.209052	-7.873150	-9.710491
6107	254.250612	953.186	1402.77	2599.33	3091.43	0.0406262	0.038605	0.0741195	0.125554	839.795	2411.72	-16.661577	-16.117965	-7.608572	-8.198756
6108	254.292245	2397.35	1217.56	4247.06	2883.46	0.0316269	0.0505823	0.151082	0.0866201	7321.29	1550.39	-15.060556	-16.401036	-6.437115	-7.810456
6109	254.333878	1964.18	1194.95	3879.11	2934.72	0.029617	0.0337398	0.13313	0.0867741	5167.97	1033.59	-14.101271	-18.015712	-5.844093	-8.433132
6110	254.37551	1571.96	1126.15	3228.35	2868.27	0.0463923	0.0494343	0.115691	0.0825915	2002.59	925.928	-16.417061	-15.596565	-8.678137	-7.908885
6111	254.417143	1817.94	1291.8	3681.07	3034.96	0.0520336	0.0320052	0.147575	0.104391	3488.38	1399.66	-12.681530	-12.974522	-5.593298	-4.489888
6112	254.458776	1815.94	1321.87	3533.2	3044.15	0.0375729	0.0259095	0.164254	0.11457	3294.58	1851.86	-16.777054	-13.474086	-8.846995	-6.061970
6113	254.500408	1625.42	1210.83	3368.86	2845.92	0.0360716	0.0311176	0.139641	0.0955451	2691.65	1571.92	-12.295436	-13.644530	-4.365374	-6.169301
6114	254.542041	1248.04	1406.23	3112.3	3050.53	0.0448931	0.0481707	0.110159	0.123947	1227.39	2433.25	-13.320256	-14.547173	-5.517673	-7.961513
6115	254.583673	1600.28	1003.86	3509.74	2563.39	0.0439169	0.0573398	0.123879	0.0741022	2131.79	947.461	-13.479437	-14.276885	-4.748619	-6.043737
6116	254.625306	1294.8	964.401	3031.99	2534.86	0.0512935	0.0328139	0.110876	0.0705217	1808.79	904.395	-13.797861	-14.110218	-5.853882	-6.559890
6117	254.666939	891.839	947.347	2477.32	2602.59	0.0346029	0.0318505	0.0652015	0.0619332	753.662	667.529	-13.596041	-14.412622	-4.431082	-6.174755
6118	254.708571	1465.76	1251.48	3178.94	3043.45	0.0535819	0.045106	0.103848	0.0881242	1851.86	1205.86	-14.855355	-15.253798	-7.500034	-7.974394
6119	254.750204	1073.73	1070.16	2762.01	2822.43	0.0421491	0.0328416	0.0744499	0.0765511	925.928	882.861	-15.518345	-14.298598	-8.016528	-7.009747
6120	254.791837	1400.81	1232.96	3080.69	3008.5	0.077002	0.0293563	0.101144	0.10342	1873.39	1248.93	-13.441201	-17.206531	-5.889049	-9.836824
6121	254.833469	1149.93	1613.04	2885.18	3287.62	0.0418579	0.047108	0.0919046	0.144378	1033.59	2734.72	-14.882305	-14.721954	-7.235938	-7.518315
6122	254.875102	1982.42	969.433	3896.6	2582.97	0.0455379	0.0422449	0.126087	0.0618312	5426.37	882.861	-15.678778	-17.186174	-6.797108	-8.412779
6123	254.916735	1576.04	1162.8	3369.62	2905.51	0.0402734	0.0271354	0.10456	0.0796337	2713.18	1098.19	-14.267704	-15.944237	-5.713943	-7.162439
6124	254.958367	1301.09	1002.9	3061.72	2723.29	0.0312117	0.0472145	0.0921501	0.0727592	1248.93	882.861	-15.601860	-16.657102	-6.406141	-9.365460
6125	255	1147.16	1117.31	2835.38	2914.61	0.0323503	0.0423565	0.0773021	0.0734405	1184.33	882.861	-13.954990	-15.654604	-3.800159	-6.341260
6126	255.041633	1427.43	1572.29	3177.76	3441.39	0.0418088	0.0343237	0.129173	0.122385	2519.38	2110.25	-15.640729	-14.950510	-6.827041	-6.174120
6127	255.083265	1130.56	1962.45	2872.29	3562.33	0.0336838	0.0276791	0.0983671	0.17673	1162.79	3596.04	-12.699172	-15.563077	-4.555060	-8.877051
6128	255.124898	1196.15	1360.9	2813.3	3151.32	0.0300479	0.0269473	0.0858577	0.100158	1485.79	1571.92	-14.697248	-14.279220	-6.837362	-6.713218
6129	255.166531	2077.73	1993.49	3941.73	3593.7	0.0427257	0.0273111	0.1943	0.179184	4694.24	3682.18	-11.885296	-14.383293	-4.604991	-6.961651
6130	255.208163	1485.76	1025.35	3231.71	2726.25	0.0400832	0.0323719	0.126653	0.0839931	2540.92	904.395	-14.116630	-15.468704	-5.609560	-5.900296
6131	255.249796	1229.25	981.967	3013.38	2624.04	0.0447864	0.0238255	0.0819978	0.0632648	1184.33	882.861	-13.820942	-12.227164	-6.241478	-4.316747
6132	255.291429	1040.59	1125.36	2703.08	2866.24	0.0559607	0.0359512	0.0670531	0.0776529	882.861	1076.66	-12.962471	-16.368646	-6.284673	-8.171493
6133	255.333061	1225.55	1194.41	3048.58	2983.47	0.0333993	0.0379933	0.0871967	0.0873139	1184.33	1313.53	-14.493492	-15.235079	-6.303198	-6.366018
6134	255.374694	1410.27	1218.4	3164.77	3061.17	0.0351854	0.0310088	0.128496	0.10791	2476.32	1335.06	-13.274769	-19.067562	-6.334437	-8.727609
6135	255.416327	2099.91	1248.3	4011.76	2969.98	0.0499738	0.0370744	0.16092	0.109029	5663.23	1873.39	-17.516882	-15.734239	-8.266300	-6.672442
6136	255.457959	2274.45	1152.43	4118.58	2923.95	0.0208045	0.0243347	0.199975	0.0906103	6136.96	1184.33	-16.943644	-15.329919	-8.315025	-8.470839
6137	255.499592	1119.67	1468.12	2772.91	3216.57	0.0260455	0.0386701	0.0873897	0.103824	1636.52	1851.86	-14.510647	-16.485208	-4.352631	-6.902923
6138	255.541224	1563.24	1237.54	3436.31	2998.86	0.0370754	0.0317131	0.104875	0.0802159	2045.65	1205.86	-14.068697	-17.367148	-5.252213	-10.013530
6139	255.582857	1403.78	1344.03	3247.03	3191.64	0.0289664	0.0235814	0.0967978	0.0904757	1485.79	1313.53	-15.070907	-13.966249	-7.362414	-4.677467
6140	255.62449	1422.72	2037.81	3304.65	3597.23	0.026773	0.0283562	0.11655	0.169861	1571.92	3811.38	-15.487062	-17.588453	-8.416637	-8.701755
6141	255.666122	1536.22	1559.67	3316.37	3273.98	0.0409202	0.0220484	0.131792	0.133986	2239.45	2562.45	-14.410624	-15.306529	-5.346517	-5.475203
6142	255.707755	1247.58	1364.51	2959.99	3151.55	0.0629629	0.0211318	0.0950874	0.10981	1528.86	1507.32	-13.968494	-14.702553	-6.402123	-6.364933
6143	255.749388	1316.95	1639.73	3072.42	3419.06	0.0324501	0.0281434	0.105008	0.135512	1507.32	2476.32	-13.766805	-16.404576	-3.676457	-7.709887
6144	255.79102	1564.77	1867.71	3371.5	3492.73	0.0376637	0.0299144	0.141694	0.173788	2368.65	3316.11	-13.775318	-14.922792	-6.616874	-5.879990
6145	255.832653	1869.26	965.032	3793.59	2686.6	0.0334033	0.0660778	0.131481	0.0702538	4091.31	732.129	-12.911873	-12.824245	-4.936010	-6.274882
6146	255.874286	1254.05	1108.94	2995.5	2777.83	0.0377026	0.0376567	0.0821365	0.0713644	1378.12	1012.06	-14.223071	-14.828384	-5.255707	-6.377133
6147	255.915918	1292.81	1605.1	3092.69	3368.87	0.0596647	0.0565391	0.103414	0.123976	1808.79	2282.52	-13.762954	-15.907577	-6.871767	-9.173884
6148	255.957551	1125.66	930.51	2859.88	2625.25	0.0534865	0.0507763	0.0855698	0.0678011	990.527	882.861	-16.990477	-15.184572	-7.561492	-6.229962
6149	255.999184	1279.28	1139.16	3128.98	2919.68	0.0618383	0.0345525	0.0959916	0.0915059	1205.86	1205.86	-16.536298	-16.350648	-6.202747	-4.322778
6150	256.040816	1484.03	1770.94	3207.32	3608.57	0.0398113	0.0469356	0.131114	0.158125	2906.98	2863.92	-13.318681	-15.277989	-5.375173	-5.904158
6151	256.082449	998.302	1457.51	2495.92	3263.88	0.0395918	0.0399123	0.0735498	0.114746	1184.33	1851.86	-16.019824	-15.542073	-7.312534	-7.748557
6152	256.124082	2969.8	1572.2	4619.85	3366.98	0.0354333	0.0279169	0.224918	0.135589	8354.88	2820.85	-13.164581	-16.478629	-3.418048	-8.329278
6153	256.165714	1908.75	2121.16	2441.91	2544.38	0.0584072	0.0618252	0.0673415	0.0794012	3380.71	3014.65	-12.841119	-15.587770	-4.540026	-6.965137
6154	256.207347	1369.47	1485.32	2940.41	3069.52	0.0611977	0.0714416	0.096455	0.100341	2368.65	2562.45	-12.526076	-13.997156	-4.901327	-5.343634
6155	256.24898	1665.44	1729.57	3547.08	3414.58	0.0558584	0.042378	0.126524	0.128433	2971.58	2713.18	-13.802878	-17.942958	-2.637589	-11.039682
6156	256.290612	1196.97	1695.64	2987.13	3327.05	0.0414552	0.0623648	0.0972174	0.141509	1248.93	3100.78	-14.081256	-15.805180	-6.419126	-7.924425
6157	256.332245	1229.53	1116.68	3018.95	2798.41	0.0726275	0.0495362	0.0863003	0.0761738	1421.19	1184.33	-15.204761	-16.375749	-6.236288	-8.530994
6158	256.373878	1323.84	1273.51	3146.19	2920.89	0.0609167	0.0347964	0.09924	0.0964297	1528.86	1937.99	-15.311663	-15.983741	-6.803052	-8.609672
6159	256.41551	1380.41	1677.25	3026	3277.95	0.0549739	0.0321502	0.117902	0.137873	2670.12	2304.05	-12.894629	-17.540925	-4.782294	-9.520155
6160	256.457143	856.008	1263.75	2373.28	2976.87	0.0471883	0.0243048	0.0617414	0.092894	882.861	1227.39	-14.279385	-17.149956	-5.658440	-9.303152
6161	256.498776	1012.23	1573.94	2707.12	3265.25	0.0498717	0.0282219	0.0812019	0.134334	796.729	2454.79	-15.262267	-16.378801	-7.525074	-7.261696
6162	256.540408	1331.48	1619.02	3027.44	3528.86	0.0565323	0.0299521	0.116054	0.142494	2368.65	2088.72	-12.980156	-15.849739	-5.686682	-8.302788
6163	256.582041	1141.02	1590.39	2731.24	3378.56	0.0366631	0.0446577	0.0970661	0.141889	1528.86	2174.85	-15.536181	-16.058338	-6.862023	-7.973545
6164	256.623673	1250.17	1116.67	2956.31	2876.97	0.0448588	0.0432192	0.0877594	0.0730873	1270.46	990.527	-15.819224	-16.906286	-7.752675	-7.137393
6165	256.665306	1128.17	1639.1	2843.34	3288.57	0.0539503	0.034846	0.0841207	0.128931	990.527	2691.65	-13.658661	-16.545374	-6.238700	-9.282799
6166	256.706939	1206.91	1349.95	2965.16	3096.4	0.0570023	0.0384822	0.0813639	0.0927474	1076.66	1722.66	-15.647706	-17.342974	-7.665361	-8.701435
6167	256.748571	1568.32	1568.63	3410.94	3374.25	0.0333682	0.0359892	0.116837	0.127056	1959.52	2260.99	-16.499945	-18.672900	-9.717429	-10.506126
6168	256.790204	1789.94	1775.22	3705.01	3468.58	0.0434377	0.0331576	0.144157	0.141012	3359.18	2605.52	-17.466030	-16.178715	-8.825100	-7.635457
6169	256.831837	2494.79	1463.33	4025.05	3258.41	0.0353938	0.0317858	0.232361	0.129492	5340.23	1765.72	-13.422935	-16.251079	-5.078430	-8.261856
6170	256.873469	2023.53	1851.43	3887.03	3699.93	0.0346439	0.0303063	0.149591	0.147546	5275.63	3552.98	-13.384155	-14.615558	-3.789591	-6.814745
6171	256.915102	1583.07	1946.64	3485.62	3581.29	0.0311332	0.0321444	0.137562	0.177406	1873.39	3596.04	-13.773222	-16.443147	-7.859429	-7.572919
6172	256.956735	1142.52	1382.84	2876.1	3066.96	0.0446068	0.0196462	0.0991958	0.118783	1184.33	2002.59	-16.143362	-13.950702	-6.031959	-7.881752
6173	256.998367	794.966	1231.31	2317.56	3004.51	0.0642879	0.0457415	0.0572986	0.0963668	624.463	1485.79	-15.968339	-16.618759	-7.894041	-7.878583
6174	257.04	1916.45	1384.15	3850.54	3151.43	0.0482769	0.0406785	0.149914	0.116234	4392.77	2131.79	-15.609084	-14.344047	-6.911576	-6.026916
6175	257.081633	1054.51	1150.58	2639.4	2914.89	0.0417644	0.0291649	0.0705688	0.0818319	1055.13	1162.79	-17.606389	-13.951574	-9.584643	-6.328293
6176	257.123265	1413.93	1242.46	3062.22	3057.86	0.0323446	0.039947	0.0890236	0.0874034	1981.05	1227.39	-18.396276	-14.717255	-9.134532	-5.865483
6177	257.164898	1849.46	1499.11	3717.21	3346.74	0.0322494	0.0445997	0.129029	0.1083	4048.24	1808.79	-17.406233	-14.268342	-7.858905	-5.023493
6178	257.206531	2132.03	1533.85	3899.62	3383.09	0.0446039	0.0289135	0.187358	0.125083	4866.5	2282.52	-14.062971	-13.661080	-5.517124	-6.716938
6179	257.248163	2204.98	1999.88	3868.45	3774.5	0.030507	0.0480115	0.202715	0.181011	4586.57	4069.78	-14.580242	-15.353243	-5.886640	-7.572692
6180	257.289796	1277.44	1142.83	2995.08	2742.55	0.0342747	0.0480014	0.105752	0.0950472	1421.19	1808.79	-15.891942	-14.852546	-8.551730	-7.773597
6181	257.331429	1350.95	983.93	3102.77	2568.42	0.0384824	0.050471	0.0964253	0.0683203	1787.26	947.461	-16.344166	-15.210536	-8.860957	-7.411132
6182	257.373061	1991.02	1198.58	3925.96	2966.19	0.0504446	0.0325839	0.128098	0.085243	5340.23	1248.93	-14.477193	-16.886344	-7.933055	-8.661696
6183	257.414694	2182.57	1378.98	3748.08	3149.46	0.0490333	0.0269507	0.193711	0.100589	4242.04	1744.19	-12.065204	-14.961504	-2.803561	-7.210397
6184	257.456327	2043.54	1447.2	3998.18	3126.9	0.0343898	0.0372094	0.149934	0.119918	5641.7	2842.38	-12.064823	-16.863160	-4.709843	-6.817328
6185	257.497959	1478.86	1475.02	3404.06	3263.27	0.0463758	0.0547563	0.103852	0.118922	1744.19	2002.59	-11.457720	-16.008611	-2.728396	-8.310088
6186	257.539592	1196.8	1523.79	2998.69	3179.88	0.0496066	0.0420102	0.0955864	0.115469	1205.86	2906.98	-10.647367	-18.706198	-3.222966	-8.315020
6187	257.581224	1678.17	1224.29	3413.05	2863.16	0.104965	0.0445545	0.150881	0.0819986	2799.32	1851.86	-13.557108	-13.167880	-5.414727	-5.001778
6188	257.622857	931.51	1103.99	2528.24	2768.35	0.0757916	0.0322636	0.0617329	0.0754488	839.795	1248.93	-12.009693	-13.273320	-6.095199	-4.563486
6189	257.66449	1656.09	1505.78	3652.02	3260.69	0.0916332	0.0466441	0.0986316	0.102973	2131.79	1916.46	-14.060272	-13.419939	-7.466848	-5.664910
6190	257.706122	1037.91	1055.25	2659.31	2814.09	0.0659112	0.0628943	0.0712282	0.0737286	1378.12	882.861	-17.436127	-14.543822	-9.822720	-6.563813
6191	257.747755	1372.37	1675.73	3231.04	3487.92	0.0365106	0.04775	0.109299	0.135939	1507.32	2777.78	-13.085318	-16.398259	-4.579292	-7.495257
6192	257.789388	1124.6	1242.26	2856.07	2975.08	0.028969	0.0416669	0.080059	0.0899828	1184.33	1593.46	-13.809552	-16.804198	-6.160394	-8.616993
6193	257.83102	1453.58	1498.69	3166.26	3386.12	0.0632406	0.0360826	0.104012	0.100737	1851.86	1916.46	-14.536096	-16.112590	-7.294597	-7.661738
6194	257.872653	1679.47	1568.16	3499.75	3495.02	0.0443625	0.037462	0.144904	0.124499	2799.32	2002.59	-13.633688	-16.339332	-4.102647	-8.193561
6195	257.914286	1239.64	1898.99	3017.84	3541.31	0.0514125	0.0450661	0.10143	0.164482	1550.39	3660.64	-12.194565	-15.533306	-3.774102	-6.576189
6196	257.955918	2339.98	1293.75	4133.57	3073.29	0.061024	0.022716	0.21148	0.0911678	5986.23	1507.32	-14.092559	-14.457218	-5.095420	-6.435549
6197	257.997551	1019.09	1328.45	2567.96	3050.22	0.0648336	0.0217676	0.0764448	0.105834	1076.66	1830.32	-12.759311	-12.832133	-4.078303	-4.287626
6198	258.039184	825.586	1124.35	2282	2788.27	0.0711158	0.0322771	0.0508861	0.0715882	818.262	1335.06	-12.955004	-12.843120	-3.364803	-4.429916
6199	258.080816	1179.34	1279.47	2896.55	2926.82	0.0540043	0.0434895	0.0875141	0.110415	1205.86	2045.65	-15.113209	-12.102845	-8.538589	-4.640802
6200	258.122449	1192.6	949.394	2892.47	2475.48	0.0413896	0.0704922	0.0872114	0.0639405	1550.39	968.994	-13.709489	-14.442648	-5.601405	-6.500093
